,OEM,MODEL,BODY_TYPE,PRICE_IN_LAKHS,YEAR,MONTH,SALE,SALE_OUT_OF
1881,Tata,Safari,MUV,14.99,2021,12,1481.0,35300.0
1882,Tata,Tiago,Hatchback,5.19,2021,12,3675.0,35300.0
1883,Tata,Tigor,Hatchback,5.79,2021,12,1994.0,35300.0
1884,Toyota,Camry,Sedan,41.7,2021,12,1.0,10833.0
1885,Toyota,Fortuner,MUV,31.38,2021,12,1827.0,10833.0
1886,Toyota,Glanza,Hatchback,7.69,2021,12,2634.0,10833.0
1887,Toyota,Innova,MUV,17.3,2021,12,3989.0,10833.0
1888,Toyota,Urban Cruiser,SUV,8.87,2021,12,2359.0,10833.0
1889,Toyota,Vellfire,Van,89.85,2021,12,23.0,10833.0
1890,Toyota,Yaris,Sedan,9.29,2021,12,,10833.0
1891,Volkswagen,Polo,Hatchback,6.49,2021,12,762.0,3700.0
1892,Volkswagen,Taigun,SUV,11.0,2021,12,2828.0,3700.0
1893,Volkswagen,Tiguan,SUV,11.0,2021,12,40.0,3700.0
1894,Volkswagen,T-Roc,SUV,21.35,2021,12,,3700.0
1895,Volkswagen,Vento,Sedan,10.0,2021,12,70.0,3700.0
