,OEM,MODEL,BODY_TYPE,PRICE_IN_LAKHS,YEAR,MONTH,SALE,SALE_OUT_OF
406,Mahindra,XUV300,SUV,8.16,2020,6,1812.0,7959.0
407,Mahindra,XUV500,SUV,13.0,2020,6,231.0,7959.0
408,Maruti Suzuki,Alto,Hatchback,3.25,2020,6,7298.0,51274.0
409,Maruti Suzuki,Baleno,Hatchback,6.03,2020,6,4300.0,51274.0
410,Maruti Suzuki,Celerio,Hatchback,5.14,2020,6,4145.0,51274.0
411,Maruti Suzuki,Ciaz,Sedan,8.67,2020,6,553.0,51274.0
412,Maruti Suzuki,Dzire,Sedan,6.09,2020,6,5834.0,51274.0
413,Maruti Suzuki,Eeco,Van,4.53,2020,6,3803.0,51274.0
414,Maruti Suzuki,Ertiga,MUV,8.11,2020,6,3306.0,51274.0
415,Maruti Suzuki,Gypsy,SUV,6.5,2020,6,718.0,51274.0
416,Maruti Suzuki,Ignis,Hatchback,5.08,2020,6,1432.0,51274.0
417,Maruti Suzuki,S-Cross,SUV,8.6,2020,6,,51274.0
418,Maruti Suzuki,S-Presso,SUV,3.85,2020,6,3160.0,51274.0
419,Maruti Suzuki,Swift,Hatchback,5.9,2020,6,4013.0,51274.0
420,Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,6,4542.0,51274.0
421,Maruti Suzuki,WagonR,Hatchback,5.16,2020,6,6972.0,51274.0
422,Maruti Suzuki,XL6,MUV,10.01,2020,6,1198.0,51274.0
423,MG,Hector,SUV,13.95,2020,6,1867.0,2012.0
424,MG,ZS EV,SUV,21.49,2020,6,145.0,2012.0
425,Nissan,Kicks,SUV,9.5,2020,6,70.0,70.0
426,Renault,Captur,SUV,9.5,2020,6,,4634.0
427,Renault,Duster,SUV,9.85,2020,6,129.0,4634.0
428,Renault,Kwid,Hatchback,4.24,2020,6,2441.0,4634.0
429,Renault,Triber,MUV,5.67,2020,6,2064.0,4634.0
430,Skoda,Kodiaq,SUV,34.99,2020,6,151.0,790.0
431,Skoda,Octavia,Sedan,26.29,2020,6,21.0,790.0
432,Skoda,Rapid,Sedan,11.99,2020,6,577.0,790.0
433,Skoda,Superb,Sedan,32.85,2020,6,41.0,790.0
434,Tata,Altroz,Hatchback,5.99,2020,6,3104.0,11419.0
435,Tata,Harrier,SUV,14.49,2020,6,653.0,11419.0
436,Tata,Hexa,MUV,13.69,2020,6,,11419.0
437,Tata,Nexon,SUV,7.39,2020,6,3040.0,11419.0
438,Tata,Tiago,Hatchback,5.19,2020,6,4069.0,11419.0
439,Tata,Tigor,Hatchback,5.79,2020,6,553.0,11419.0
440,Toyota,Camry,Sedan,41.7,2020,6,26.0,3866.0
441,Toyota,Fortuner,MUV,31.38,2020,6,713.0,3866.0
442,Toyota,Glanza,Hatchback,7.69,2020,6,914.0,3866.0
443,Toyota,Innova,MUV,17.3,2020,6,2085.0,3866.0
444,Toyota,Vellfire,Van,89.85,2020,6,49.0,3866.0
445,Toyota,Yaris,Sedan,9.29,2020,6,79.0,3866.0
446,Volkswagen,Polo,Hatchback,6.49,2020,6,1228.0,1510.0
447,Volkswagen,Tiguan,SUV,11.0,2020,6,,1510.0
448,Volkswagen,T-Roc,SUV,21.35,2020,6,,1510.0
449,Volkswagen,Vento,Sedan,10.0,2020,6,282.0,1510.0
450,Datsun,Go,Hatchback,4.03,2020,7,37.0,694.0
451,Datsun,Go Plus,MUV,4.26,2020,7,57.0,694.0
452,Datsun,RediGo,Hatchback,3.98,2020,7,600.0,694.0
453,Honda,Amaze,Sedan,6.39,2020,7,2587.0,5383.0
454,Honda,City,Sedan,11.23,2020,7,1975.0,5383.0
455,Honda,Civic,Sedan,17.95,2020,7,77.0,5383.0
456,Honda,CRV,MUV,20.0,2020,7,11.0,5383.0
457,Honda,Jazz,Hatchback,7.72,2020,7,,5383.0
458,Honda,WRV,SUV,8.83,2020,7,733.0,5383.0
459,Hyundai,Creta,SUV,10.22,2020,7,11549.0,38200.0
460,Hyundai,Elantra,Sedan,17.86,2020,7,20.0,38200.0
461,Hyundai,Elite i20,Hatchback,5.57,2020,7,6344.0,38200.0
462,Hyundai,Grand i10,Hatchback,5.0,2020,7,8368.0,38200.0
463,Hyundai,Kona,Electric,23.0,2020,7,26.0,38200.0
464,Hyundai,Santro,Hatchback,3.13,2020,7,1351.0,38200.0
465,Hyundai,Tucson,SUV,23.0,2020,7,63.0,38200.0
466,Hyundai,Venue,SUV,7.0,2020,7,6734.0,38200.0
467,Hyundai,Verna,Sedan,8.0,2020,7,1906.0,38200.0
468,Hyundai,"Xcent, Aura",Sedan,6.0,2020,7,1839.0,38200.0
469,Jeep,Compass,SUV,17.79,2020,7,400.0,400.0
470,Jeep,Wrangler,SUV,56.33,2020,7,,400.0
471,Kia,Carnival,Van,25.48,2020,7,232.0,8502.0
472,Kia,Seltos,SUV,9.95,2020,7,8270.0,8502.0
473,Kia,Sonet,SUV,9.95,2020,7,,8502.0
474,Mahindra,Alturas G4,SUV,28.85,2020,7,,10904.0
475,Mahindra,Bolero,SUV,8.99,2020,7,4360.0,10904.0
476,Mahindra,KUV100,SUV,6.19,2020,7,51.0,10904.0
477,Mahindra,Marazzo,SUV,12.79,2020,7,20.0,10904.0
478,Mahindra,Scorpio,SUV,13.18,2020,7,3135.0,10904.0
479,Mahindra,Thar,SUV,13.17,2020,7,,10904.0
480,Mahindra,TUV300,SUV,15.0,2020,7,,10904.0
481,Mahindra,"Verito, Vibe",Sedan,10.0,2020,7,6.0,10904.0
482,Mahindra,XUV300,SUV,8.16,2020,7,2519.0,10904.0
483,Mahindra,XUV500,SUV,13.0,2020,7,813.0,10904.0
484,Maruti Suzuki,Alto,Hatchback,3.25,2020,7,13654.0,97768.0
485,Maruti Suzuki,Baleno,Hatchback,6.03,2020,7,11575.0,97768.0
486,Maruti Suzuki,Celerio,Hatchback,5.14,2020,7,4799.0,97768.0
487,Maruti Suzuki,Ciaz,Sedan,8.67,2020,7,1303.0,97768.0
488,Maruti Suzuki,Dzire,Sedan,6.09,2020,7,9046.0,97768.0
489,Maruti Suzuki,Eeco,Van,4.53,2020,7,8501.0,97768.0
490,Maruti Suzuki,Ertiga,MUV,8.11,2020,7,8504.0,97768.0
491,Maruti Suzuki,Gypsy,SUV,6.5,2020,7,541.0,97768.0
492,Maruti Suzuki,Ignis,Hatchback,5.08,2020,7,2421.0,97768.0
493,Maruti Suzuki,S-Cross,SUV,8.6,2020,7,451.0,97768.0
494,Maruti Suzuki,S-Presso,SUV,3.85,2020,7,3604.0,97768.0
495,Maruti Suzuki,Swift,Hatchback,5.9,2020,7,10173.0,97768.0
496,Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,7,7807.0,97768.0
497,Maruti Suzuki,WagonR,Hatchback,5.16,2020,7,13515.0,97768.0
498,Maruti Suzuki,XL6,MUV,10.01,2020,7,1874.0,97768.0
499,MG,Gloster,SUV,30.99,2020,7,,2105.0
500,MG,Hector,SUV,13.95,2020,7,2023.0,2105.0
501,MG,ZS EV,SUV,21.49,2020,7,82.0,2105.0
502,Nissan,Kicks,SUV,9.5,2020,7,88.0,88.0
503,Nissan,Magnite,SUV,5.77,2020,7,,88.0
504,Renault,Captur,SUV,9.5,2020,7,,6422.0
505,Renault,Duster,SUV,9.85,2020,7,339.0,6422.0
506,Renault,Kwid,Hatchback,4.24,2020,7,3007.0,6422.0
507,Renault,Triber,MUV,5.67,2020,7,3076.0,6422.0
508,Skoda,Karoq,SUV,24.99,2020,7,130.0,922.0
509,Skoda,Kodiaq,SUV,34.99,2020,7,,922.0
510,Skoda,Octavia,Sedan,26.29,2020,7,8.0,922.0
511,Skoda,Rapid,Sedan,11.99,2020,7,738.0,922.0
512,Skoda,Superb,Sedan,32.85,2020,7,46.0,922.0
513,Tata,Altroz,Hatchback,5.99,2020,7,3636.0,15012.0
514,Tata,Harrier,SUV,14.49,2020,7,985.0,15012.0
515,Tata,Hexa,MUV,13.69,2020,7,,15012.0
516,Tata,Nexon,SUV,7.39,2020,7,4327.0,15012.0
517,Tata,Tiago,Hatchback,5.19,2020,7,5337.0,15012.0
518,Tata,Tigor,Hatchback,5.79,2020,7,727.0,15012.0
519,Toyota,Camry,Sedan,41.7,2020,7,9.0,5386.0
520,Toyota,Fortuner,MUV,31.38,2020,7,896.0,5386.0
521,Toyota,Glanza,Hatchback,7.69,2020,7,1323.0,5386.0
522,Toyota,Innova,MUV,17.3,2020,7,2927.0,5386.0
523,Toyota,Urban Cruiser,SUV,8.87,2020,7,,5386.0
524,Toyota,Vellfire,Van,89.85,2020,7,16.0,5386.0
525,Toyota,Yaris,Sedan,9.29,2020,7,215.0,5386.0
526,Volkswagen,Polo,Hatchback,6.49,2020,7,1146.0,1887.0
527,Volkswagen,Tiguan,SUV,11.0,2020,7,183.0,1887.0
528,Volkswagen,T-Roc,SUV,21.35,2020,7,348.0,1887.0
529,Volkswagen,Vento,Sedan,10.0,2020,7,210.0,1887.0
530,Datsun,Go,Hatchback,4.03,2020,8,52.0,618.0
531,Datsun,Go Plus,MUV,4.26,2020,8,65.0,618.0
532,Datsun,RediGo,Hatchback,3.98,2020,8,501.0,618.0
533,Honda,Amaze,Sedan,6.39,2020,8,3684.0,7509.0
534,Honda,City,Sedan,11.23,2020,8,2299.0,7509.0
535,Honda,Civic,Sedan,17.95,2020,8,204.0,7509.0
536,Honda,CRV,MUV,20.0,2020,8,10.0,7509.0
537,Honda,Jazz,Hatchback,7.72,2020,8,583.0,7509.0
538,Honda,WRV,SUV,8.83,2020,8,729.0,7509.0
539,Hyundai,Creta,SUV,10.22,2020,8,11758.0,45809.0
540,Hyundai,Elantra,Sedan,17.86,2020,8,26.0,45809.0
541,Hyundai,Elite i20,Hatchback,5.57,2020,8,7765.0,45809.0
542,Hyundai,Grand i10,Hatchback,5.0,2020,8,10190.0,45809.0
543,Hyundai,Kona,Electric,23.0,2020,8,26.0,45809.0
544,Hyundai,Santro,Hatchback,3.13,2020,8,2395.0,45809.0
545,Hyundai,Tucson,SUV,23.0,2020,8,139.0,45809.0
546,Hyundai,Venue,SUV,7.0,2020,8,8267.0,45809.0
547,Hyundai,Verna,Sedan,8.0,2020,8,2015.0,45809.0
548,Hyundai,"Xcent, Aura",Sedan,6.0,2020,8,3228.0,45809.0
549,Jeep,Compass,SUV,17.79,2020,8,468.0,468.0
550,Jeep,Wrangler,SUV,56.33,2020,8,,468.0
551,Kia,Carnival,Van,25.48,2020,8,198.0,10853.0
552,Kia,Seltos,SUV,9.95,2020,8,10655.0,10853.0
553,Kia,Sonet,SUV,9.95,2020,8,,10853.0
554,Mahindra,Alturas G4,SUV,28.85,2020,8,1.0,13407.0
555,Mahindra,Bolero,SUV,8.99,2020,8,5487.0,13407.0
556,Mahindra,KUV100,SUV,6.19,2020,8,48.0,13407.0
557,Mahindra,Marazzo,SUV,12.79,2020,8,635.0,13407.0
558,Mahindra,Scorpio,SUV,13.18,2020,8,3327.0,13407.0
559,Mahindra,Thar,SUV,13.17,2020,8,,13407.0
560,Mahindra,TUV300,SUV,15.0,2020,8,,13407.0
561,Mahindra,"Verito, Vibe",Sedan,10.0,2020,8,,13407.0
562,Mahindra,XUV300,SUV,8.16,2020,8,2990.0,13407.0
563,Mahindra,XUV500,SUV,13.0,2020,8,919.0,13407.0
564,Maruti Suzuki,Alto,Hatchback,3.25,2020,8,14397.0,113033.0
565,Maruti Suzuki,Baleno,Hatchback,6.03,2020,8,10742.0,113033.0
566,Maruti Suzuki,Celerio,Hatchback,5.14,2020,8,5684.0,113033.0
567,Maruti Suzuki,Ciaz,Sedan,8.67,2020,8,1223.0,113033.0
568,Maruti Suzuki,Dzire,Sedan,6.09,2020,8,13629.0,113033.0
569,Maruti Suzuki,Eeco,Van,4.53,2020,8,9115.0,113033.0
570,Maruti Suzuki,Ertiga,MUV,8.11,2020,8,9302.0,113033.0
571,Maruti Suzuki,Gypsy,SUV,6.5,2020,8,452.0,113033.0
572,Maruti Suzuki,Ignis,Hatchback,5.08,2020,8,3262.0,113033.0
573,Maruti Suzuki,S-Cross,SUV,8.6,2020,8,2527.0,113033.0
574,Maruti Suzuki,S-Presso,SUV,3.85,2020,8,5312.0,113033.0
575,Maruti Suzuki,Swift,Hatchback,5.9,2020,8,14869.0,113033.0
576,Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,8,6903.0,113033.0
577,Maruti Suzuki,WagonR,Hatchback,5.16,2020,8,13770.0,113033.0
578,Maruti Suzuki,XL6,MUV,10.01,2020,8,1846.0,113033.0
579,MG,Gloster,SUV,30.99,2020,8,,2851.0
580,MG,Hector,SUV,13.95,2020,8,2732.0,2851.0
581,MG,ZS EV,SUV,21.49,2020,8,119.0,2851.0
582,Nissan,Kicks,SUV,9.5,2020,8,192.0,192.0
583,Nissan,Magnite,SUV,5.77,2020,8,,192.0
584,Renault,Captur,SUV,9.5,2020,8,,8060.0
585,Renault,Duster,SUV,9.85,2020,8,477.0,8060.0
586,Renault,Kwid,Hatchback,4.24,2020,8,3677.0,8060.0
587,Renault,Triber,MUV,5.67,2020,8,3906.0,8060.0
588,Skoda,Karoq,SUV,24.99,2020,8,175.0,1003.0
589,Skoda,Kodiaq,SUV,34.99,2020,8,,1003.0
590,Skoda,Octavia,Sedan,26.29,2020,8,9.0,1003.0
591,Skoda,Rapid,Sedan,11.99,2020,8,697.0,1003.0
592,Skoda,Superb,Sedan,32.85,2020,8,122.0,1003.0
593,Tata,Altroz,Hatchback,5.99,2020,8,4951.0,18583.0
594,Tata,Harrier,SUV,14.49,2020,8,1694.0,18583.0
595,Tata,Hexa,MUV,13.69,2020,8,,18583.0
596,Tata,Nexon,SUV,7.39,2020,8,5179.0,18583.0
597,Tata,Tiago,Hatchback,5.19,2020,8,5743.0,18583.0
598,Tata,Tigor,Hatchback,5.79,2020,8,1016.0,18583.0
599,Toyota,Camry,Sedan,41.7,2020,8,7.0,5555.0
600,Toyota,Fortuner,MUV,31.38,2020,8,733.0,5555.0
601,Toyota,Glanza,Hatchback,7.69,2020,8,1418.0,5555.0
602,Toyota,Innova,MUV,17.3,2020,8,2943.0,5555.0
603,Toyota,Urban Cruiser,SUV,8.87,2020,8,,5555.0
604,Toyota,Vellfire,Van,89.85,2020,8,16.0,5555.0
605,Toyota,Yaris,Sedan,9.29,2020,8,438.0,5555.0
606,Volkswagen,Polo,Hatchback,6.49,2020,8,1008.0,1470.0
607,Volkswagen,Tiguan,SUV,11.0,2020,8,63.0,1470.0
608,Volkswagen,T-Roc,SUV,21.35,2020,8,227.0,1470.0
609,Volkswagen,Vento,Sedan,10.0,2020,8,172.0,1470.0
610,Datsun,Go,Hatchback,4.03,2020,9,55.0,722.0
611,Datsun,Go Plus,MUV,4.26,2020,9,55.0,722.0
612,Datsun,RediGo,Hatchback,3.98,2020,9,612.0,722.0
613,Honda,Amaze,Sedan,6.39,2020,9,5416.0,10199.0
614,Honda,City,Sedan,11.23,2020,9,2709.0,10199.0
615,Honda,Civic,Sedan,17.95,2020,9,181.0,10199.0
616,Honda,CRV,MUV,20.0,2020,9,21.0,10199.0
617,Honda,Jazz,Hatchback,7.72,2020,9,748.0,10199.0
618,Honda,WRV,SUV,8.83,2020,9,1124.0,10199.0
619,Hyundai,Creta,SUV,10.22,2020,9,12325.0,50313.0
620,Hyundai,Elantra,Sedan,17.86,2020,9,24.0,50313.0
621,Hyundai,Elite i20,Hatchback,5.57,2020,9,9852.0,50313.0
622,Hyundai,Grand i10,Hatchback,5.0,2020,9,10385.0,50313.0
623,Hyundai,Kona,Electric,23.0,2020,9,29.0,50313.0
624,Hyundai,Santro,Hatchback,3.13,2020,9,3034.0,50313.0
625,Hyundai,Tucson,SUV,23.0,2020,9,85.0,50313.0
626,Hyundai,Venue,SUV,7.0,2020,9,8469.0,50313.0
627,Hyundai,Verna,Sedan,8.0,2020,9,2228.0,50313.0
628,Hyundai,"Xcent, Aura",Sedan,6.0,2020,9,3882.0,50313.0
629,Jeep,Compass,SUV,17.79,2020,9,554.0,554.0
630,Jeep,Wrangler,SUV,56.33,2020,9,,554.0
631,Kia,Carnival,Van,25.48,2020,9,331.0,18676.0
632,Kia,Seltos,SUV,9.95,2020,9,9079.0,18676.0
633,Kia,Sonet,SUV,9.95,2020,9,9266.0,18676.0
634,Mahindra,Alturas G4,SUV,28.85,2020,9,73.0,14664.0
635,Mahindra,Bolero,SUV,8.99,2020,9,5797.0,14664.0
636,Mahindra,KUV100,SUV,6.19,2020,9,35.0,14664.0
637,Mahindra,Marazzo,SUV,12.79,2020,9,936.0,14664.0
638,Mahindra,Scorpio,SUV,13.18,2020,9,3527.0,14664.0
639,Mahindra,Thar,SUV,13.17,2020,9,,14664.0
640,Mahindra,TUV300,SUV,15.0,2020,9,,14664.0
641,Mahindra,"Verito, Vibe",Sedan,10.0,2020,9,1.0,14664.0
642,Mahindra,XUV300,SUV,8.16,2020,9,3700.0,14664.0
643,Mahindra,XUV500,SUV,13.0,2020,9,595.0,14664.0
644,Maruti Suzuki,Alto,Hatchback,3.25,2020,9,18246.0,147912.0
645,Maruti Suzuki,Baleno,Hatchback,6.03,2020,9,19433.0,147912.0
646,Maruti Suzuki,Celerio,Hatchback,5.14,2020,9,7250.0,147912.0
647,Maruti Suzuki,Ciaz,Sedan,8.67,2020,9,1534.0,147912.0
648,Maruti Suzuki,Dzire,Sedan,6.09,2020,9,13988.0,147912.0
649,Maruti Suzuki,Eeco,Van,4.53,2020,9,11220.0,147912.0
650,Maruti Suzuki,Ertiga,MUV,8.11,2020,9,9982.0,147912.0
651,Maruti Suzuki,Gypsy,SUV,6.5,2020,9,379.0,147912.0
652,Maruti Suzuki,Ignis,Hatchback,5.08,2020,9,3318.0,147912.0
653,Maruti Suzuki,S-Cross,SUV,8.6,2020,9,2098.0,147912.0
654,Maruti Suzuki,S-Presso,SUV,3.85,2020,9,9000.0,147912.0
655,Maruti Suzuki,Swift,Hatchback,5.9,2020,9,22643.0,147912.0
656,Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,9,9153.0,147912.0
657,Maruti Suzuki,WagonR,Hatchback,5.16,2020,9,17581.0,147912.0
658,Maruti Suzuki,XL6,MUV,10.01,2020,9,2087.0,147912.0
659,MG,Gloster,SUV,30.99,2020,9,,2537.0
660,MG,Hector,SUV,13.95,2020,9,2410.0,2537.0
661,MG,ZS EV,SUV,21.49,2020,9,127.0,2537.0
662,Nissan,Kicks,SUV,9.5,2020,9,58.0,58.0
663,Nissan,Magnite,SUV,5.77,2020,9,,58.0
664,Renault,Captur,SUV,9.5,2020,9,,8805.0
665,Renault,Duster,SUV,9.85,2020,9,133.0,8805.0
666,Renault,Kwid,Hatchback,4.24,2020,9,4513.0,8805.0
667,Renault,Triber,MUV,5.67,2020,9,4159.0,8805.0
668,Skoda,Karoq,SUV,24.99,2020,9,240.0,1312.0
669,Skoda,Kodiaq,SUV,34.99,2020,9,,1312.0
670,Skoda,Octavia,Sedan,26.29,2020,9,17.0,1312.0
671,Skoda,Rapid,Sedan,11.99,2020,9,907.0,1312.0
672,Skoda,Superb,Sedan,32.85,2020,9,148.0,1312.0
673,Tata,Altroz,Hatchback,5.99,2020,9,5952.0,21200.0
674,Tata,Harrier,SUV,14.49,2020,9,1755.0,21200.0
675,Tata,Hexa,MUV,13.69,2020,9,,21200.0
676,Tata,Nexon,SUV,7.39,2020,9,6007.0,21200.0
677,Tata,Tiago,Hatchback,5.19,2020,9,6080.0,21200.0
678,Tata,Tigor,Hatchback,5.79,2020,9,1406.0,21200.0
679,Toyota,Camry,Sedan,41.7,2020,9,21.0,8116.0
680,Toyota,Fortuner,MUV,31.38,2020,9,1045.0,8116.0
681,Toyota,Glanza,Hatchback,7.69,2020,9,2572.0,8116.0
682,Toyota,Innova,MUV,17.3,2020,9,4087.0,8116.0
683,Toyota,Urban Cruiser,SUV,8.87,2020,9,,8116.0
684,Toyota,Vellfire,Van,89.85,2020,9,14.0,8116.0
685,Toyota,Yaris,Sedan,9.29,2020,9,377.0,8116.0
686,Volkswagen,Polo,Hatchback,6.49,2020,9,1585.0,2050.0
687,Volkswagen,Tiguan,SUV,11.0,2020,9,24.0,2050.0
688,Volkswagen,T-Roc,SUV,21.35,2020,9,233.0,2050.0
689,Volkswagen,Vento,Sedan,10.0,2020,9,208.0,2050.0
690,Datsun,Go,Hatchback,4.03,2020,10,43.0,983.0
691,Datsun,Go Plus,MUV,4.26,2020,10,30.0,983.0
692,Datsun,RediGo,Hatchback,3.98,2020,10,910.0,983.0
693,Honda,Amaze,Sedan,6.39,2020,10,4709.0,10836.0
694,Honda,City,Sedan,11.23,2020,10,4124.0,10836.0
695,Honda,Civic,Sedan,17.95,2020,10,230.0,10836.0
696,Honda,CRV,MUV,20.0,2020,10,31.0,10836.0
697,Honda,Jazz,Hatchback,7.72,2020,10,642.0,10836.0
698,Honda,WRV,SUV,8.83,2020,10,1100.0,10836.0
699,Hyundai,Creta,SUV,10.22,2020,10,14023.0,56605.0
700,Hyundai,Elantra,Sedan,17.86,2020,10,46.0,56605.0
701,Hyundai,Elite i20,Hatchback,5.57,2020,10,8399.0,56605.0
702,Hyundai,Grand i10,Hatchback,5.0,2020,10,14003.0,56605.0
703,Hyundai,Kona,Electric,23.0,2020,10,13.0,56605.0
704,Hyundai,Santro,Hatchback,3.13,2020,10,3463.0,56605.0
705,Hyundai,Tucson,SUV,23.0,2020,10,87.0,56605.0
706,Hyundai,Venue,SUV,7.0,2020,10,8828.0,56605.0
707,Hyundai,Verna,Sedan,8.0,2020,10,2166.0,56605.0
708,Hyundai,"Xcent, Aura",Sedan,6.0,2020,10,5577.0,56605.0
709,Jeep,Compass,SUV,17.79,2020,10,832.0,832.0
710,Jeep,Wrangler,SUV,56.33,2020,10,,832.0
711,Kia,Carnival,Van,25.48,2020,10,400.0,21021.0
712,Kia,Seltos,SUV,9.95,2020,10,8900.0,21021.0
713,Kia,Sonet,SUV,9.95,2020,10,11721.0,21021.0
714,Mahindra,Alturas G4,SUV,28.85,2020,10,69.0,18318.0
715,Mahindra,Bolero,SUV,8.99,2020,10,7624.0,18318.0
716,Mahindra,KUV100,SUV,6.19,2020,10,35.0,18318.0
717,Mahindra,Marazzo,SUV,12.79,2020,10,737.0,18318.0
718,Mahindra,Scorpio,SUV,13.18,2020,10,3961.0,18318.0
719,Mahindra,Thar,SUV,13.17,2020,10,,18318.0
720,Mahindra,TUV300,SUV,15.0,2020,10,,18318.0
721,Mahindra,"Verito, Vibe",Sedan,10.0,2020,10,1.0,18318.0
722,Mahindra,XUV300,SUV,8.16,2020,10,4882.0,18318.0
723,Mahindra,XUV500,SUV,13.0,2020,10,1009.0,18318.0
724,Maruti Suzuki,Alto,Hatchback,3.25,2020,10,17850.0,163656.0
725,Maruti Suzuki,Baleno,Hatchback,6.03,2020,10,21971.0,163656.0
726,Maruti Suzuki,Celerio,Hatchback,5.14,2020,10,7574.0,163656.0
727,Maruti Suzuki,Ciaz,Sedan,8.67,2020,10,1422.0,163656.0
728,Maruti Suzuki,Dzire,Sedan,6.09,2020,10,17675.0,163656.0
729,Maruti Suzuki,Eeco,Van,4.53,2020,10,13309.0,163656.0
730,Maruti Suzuki,Ertiga,MUV,8.11,2020,10,7748.0,163656.0
731,Maruti Suzuki,Gypsy,SUV,6.5,2020,10,596.0,163656.0
732,Maruti Suzuki,Ignis,Hatchback,5.08,2020,10,4555.0,163656.0
733,Maruti Suzuki,S-Cross,SUV,8.6,2020,10,2526.0,163656.0
734,Maruti Suzuki,S-Presso,SUV,3.85,2020,10,10612.0,163656.0
735,Maruti Suzuki,Swift,Hatchback,5.9,2020,10,24589.0,163656.0
736,Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,10,12087.0,163656.0
737,Maruti Suzuki,WagonR,Hatchback,5.16,2020,10,18703.0,163656.0
738,Maruti Suzuki,XL6,MUV,10.01,2020,10,2439.0,163656.0
739,MG,Gloster,SUV,30.99,2020,10,,3750.0
740,MG,Hector,SUV,13.95,2020,10,3625.0,3750.0
741,MG,ZS EV,SUV,21.49,2020,10,125.0,3750.0
742,Nissan,Kicks,SUV,9.5,2020,10,122.0,122.0
743,Nissan,Magnite,SUV,5.77,2020,10,,122.0
744,Renault,Captur,SUV,9.5,2020,10,,11005.0
745,Renault,Duster,SUV,9.85,2020,10,362.0,11005.0
746,Renault,Kwid,Hatchback,4.24,2020,10,5371.0,11005.0
747,Renault,Triber,MUV,5.67,2020,10,5272.0,11005.0
748,Skoda,Karoq,SUV,24.99,2020,10,182.0,1421.0
749,Skoda,Kodiaq,SUV,34.99,2020,10,,1421.0
750,Skoda,Octavia,Sedan,26.29,2020,10,31.0,1421.0
751,Skoda,Rapid,Sedan,11.99,2020,10,1024.0,1421.0
752,Skoda,Superb,Sedan,32.85,2020,10,184.0,1421.0
753,Tata,Altroz,Hatchback,5.99,2020,10,6730.0,23600.0
754,Tata,Harrier,SUV,14.49,2020,10,2398.0,23600.0
755,Tata,Hexa,MUV,13.69,2020,10,,23600.0
756,Tata,Nexon,SUV,7.39,2020,10,6888.0,23600.0
757,Tata,Tiago,Hatchback,5.19,2020,10,6083.0,23600.0
758,Tata,Tigor,Hatchback,5.79,2020,10,1501.0,23600.0
759,Toyota,Camry,Sedan,41.7,2020,10,38.0,12373.0
760,Toyota,Fortuner,MUV,31.38,2020,10,1472.0,12373.0
761,Toyota,Glanza,Hatchback,7.69,2020,10,2978.0,12373.0
762,Toyota,Innova,MUV,17.3,2020,10,4477.0,12373.0
763,Toyota,Urban Cruiser,SUV,8.87,2020,10,3006.0,12373.0
764,Toyota,Vellfire,Van,89.85,2020,10,29.0,12373.0
765,Toyota,Yaris,Sedan,9.29,2020,10,373.0,12373.0
766,Volkswagen,Polo,Hatchback,6.49,2020,10,1564.0,2054.0
767,Volkswagen,Tiguan,SUV,11.0,2020,10,170.0,2054.0
768,Volkswagen,T-Roc,SUV,21.35,2020,10,89.0,2054.0
769,Volkswagen,Vento,Sedan,10.0,2020,10,231.0,2054.0
770,Datsun,Go,Hatchback,4.03,2020,11,13.0,859.0
771,Datsun,Go Plus,MUV,4.26,2020,11,17.0,859.0
772,Datsun,RediGo,Hatchback,3.98,2020,11,829.0,859.0
773,Honda,Amaze,Sedan,6.39,2020,11,4706.0,9990.0
774,Honda,City,Sedan,11.23,2020,11,3523.0,9990.0
775,Honda,Civic,Sedan,17.95,2020,11,143.0,9990.0
776,Honda,CRV,MUV,20.0,2020,11,27.0,9990.0
777,Honda,Jazz,Hatchback,7.72,2020,11,633.0,9990.0
778,Honda,WRV,SUV,8.83,2020,11,958.0,9990.0
779,Hyundai,Creta,SUV,10.22,2020,11,12017.0,48800.0
780,Hyundai,Elantra,Sedan,17.86,2020,11,38.0,48800.0
781,Hyundai,Elite i20,Hatchback,5.57,2020,11,9096.0,48800.0
782,Hyundai,Grand i10,Hatchback,5.0,2020,11,10936.0,48800.0
783,Hyundai,Kona,Electric,23.0,2020,11,,48800.0
784,Hyundai,Santro,Hatchback,3.13,2020,11,2822.0,48800.0
785,Hyundai,Tucson,SUV,23.0,2020,11,76.0,48800.0
786,Hyundai,Venue,SUV,7.0,2020,11,9265.0,48800.0
787,Hyundai,Verna,Sedan,8.0,2020,11,1487.0,48800.0
788,Hyundai,"Xcent, Aura",Sedan,6.0,2020,11,3063.0,48800.0
789,Jeep,Compass,SUV,17.79,2020,11,702.0,709.0
790,Jeep,Wrangler,SUV,56.33,2020,11,7.0,709.0
791,Kia,Carnival,Van,25.48,2020,11,400.0,21022.0
792,Kia,Seltos,SUV,9.95,2020,11,9205.0,21022.0
793,Kia,Sonet,SUV,9.95,2020,11,11417.0,21022.0
794,Mahindra,Alturas G4,SUV,28.85,2020,11,23.0,17971.0
795,Mahindra,Bolero,SUV,8.99,2020,11,6055.0,17971.0
